Longitude,Latitude,HAG
-73.98600263560351,40.88060383164679,247
-73.98576529320042,40.88060174414675,247
-73.98552795082223,40.8805996561584,247
-73.98529060846896,40.880597567681754,247
-73.98505326614058,40.88059547871682,247
-73.98481592383715,40.880593389263574,247
-73.9845785815586,40.880591299322035,247
-73.98434123930501,40.88058920889219,247
-73.98410389707634,40.880587117974045,247
-73.98386655487262,40.88058502656761,247
-73.98362921269386,40.880582934672866,247
-73.98339187054003,40.880580842289824,247
-73.98315452841118,40.8805787494185,247
-73.98291718630728,40.88057665605886,247
-73.98267984422836,40.880574562210924,247
-73.98244250217441,40.8805724678747,247
-73.98220516014544,40.88057037305017,247
-73.98196781814146,40.88056827773733,247
-73.98173047616248,40.88056618193622,247
-73.9814931342085,40.88056408564679,247
-73.98125579227951,40.880561988869076,247
-73.98101845037554,40.88055989160306,247
-73.98078110849661,40.880557793848745,247
-73.98054376664268,40.88055569560614,247
-73.98030642481378,40.88055359687522,247
-73.98006908300992,40.88055149765603,247
-73.9798317412311,40.88054939794852,247
-73.9795943994773,40.88054729775272,247
-73.97935705774857,40.88054519706863,247
-73.97911971604492,40.880543095896236,247
-73.97888237436631,40.88054099423555,247
-73.97864503271278,40.880538892086584,247
-73.97840769108431,40.88053678944929,247
-73.97817034948095,40.88053468632373,247
-73.97793300790266,40.880532582709854,247
-73.97769566634946,40.8805304786077,247
-73.97745832482136,40.88052837401724,247
-73.97722098331836,40.880526268938496,247
-73.97698364184049,40.88052416337144,247
-73.97674630038772,40.88052205731611,247
-73.97650895896005,40.88051995077246,247
-73.97627161755754,40.880517843740535,247
-73.97603427618017,40.88051573622031,247
-73.97579693482791,40.88051362821178,247
-73.97555959350082,40.88051151971498,247
-73.97532225219885,40.88050941072987,247
-73.97508491092208,40.88050730125647,247
-73.97484756967044,40.88050519129479,247
-73.97461022844399,40.8805030808448,247
-73.9743728872427,40.880500969906514,247
-73.97413554606659,40.88049885847995,247
-73.97389820491567,40.88049674656509,247
-73.97366086378995,40.880494634161934,247
-73.9734235226894,40.88049252127048,247
-73.9731861816141,40.88049040789074,247
-73.97294884056397,40.8804882940227,247
-73.97271149953907,40.880486179666384,247
-73.97247415853938,40.88048406482176,247
-73.97223681756493,40.880481949488846,247
-73.97199947661571,40.88047983366765,247
-73.9717621356917,40.88047771735817,247
-73.97152479479298,40.88047560056038,247
-73.97128745391949,40.880473483274294,247
-73.97105011307126,40.88047136549992,247
-73.97081277224828,40.88046924723728,247
-73.97057543145058,40.88046712848633,247
-73.97033809067815,40.88046500924709,247
-73.97010074993099,40.880462889519556,247
-73.96986340920913,40.88046076930375,247
-73.96962606851254,40.880458648599635,247
-73.96938872784128,40.88045652740724,247
-73.9691513871953,40.88045440572656,247
-73.96891404657462,40.88045228355758,247
-73.96867670597928,40.88045016090031,247
-73.96843936540924,40.88044803775475,247
-73.96820202486452,40.88044591412092,247
-73.96796468434515,40.88044378999877,247
-73.96772734385111,40.88044166538837,247
-73.96749000338241,40.88043954028964,247
-73.96725266293906,40.88043741470265,247
-73.96701532252108,40.88043528862737,247
-73.96677798212843,40.88043316206379,247
-73.96654064176118,40.880431035011924,247
-73.96630330141927,40.88042890747176,247
-73.96606596110277,40.88042677944331,247
-73.96582862081164,40.88042465092659,247
-73.9655912805459,40.88042252192158,247
-73.96535394030555,40.88042039242828,247
-73.9651166000906,40.88041826244668,247
-73.96487925990105,40.88041613197681,247
-73.96464191973693,40.88041400101864,247
-73.96440457959824,40.8804118695722,247
-73.96416723948495,40.88040973763746,247
-73.9639298993971,40.880407605214444,247
-73.96369255933469,40.880405472303124,247
-73.96345521929771,40.88040333890353,247
-73.9632178792862,40.88040120501566,247
-73.96298053930012,40.88039907063949,247
-73.96274319933951,40.880396935775025,247
-73.96250585940436,40.880394800422295,247
-73.9622685194947,40.880392664581265,247
-73.96203117961049,40.88039052825196,247
-73.96179383975179,40.88038839143436,247
-73.96155649991856,40.88038625412848,247
-73.96131916011083,40.880384116334305,247
-73.9610818203286,40.88038197805187,247
-73.96084448057188,40.88037983928113,247
-73.96060714084066,40.880377700022116,247
-73.96036980113496,40.880375560274814,247
-73.9601324614548,40.880373420039234,247
-73.95989512180016,40.88037127931537,247
-73.95965778217105,40.88036913810321,247
-73.95942044256749,40.88036699640277,247
-73.95918310298947,40.88036485421406,247
-73.958945763437,40.88036271153705,247
-73.95870842391011,40.88036056837176,247
-73.95847108440877,40.880358424718196,247
-73.958233744933,40.88035628057635,247
-73.9579964054828,40.880354135946206,247
-73.95775906605819,40.8803519908278,247
-73.95752172665917,40.8803498452211,247
-73.95728438728572,40.88034769912611,247
-73.9570470479379,40.88034555254285,247
-73.95680970861567,40.880343405471315,247
-73.95657236931905,40.88034125791149,247
-73.95633503004807,40.88033910986337,247
-73.95609769080268,40.88033696132698,247
-73.95586035158294,40.88033481230231,247
-73.95562301238883,40.880332662789364,247
-73.95538567322035,40.88033051278813,247
-73.95514833407752,40.88032836229861,247
-73.95491099496034,40.88032621132081,247
-73.95467365586882,40.88032405985475,247
-73.95443631680297,40.88032190790039,247
-73.95419897776279,40.880319755457755,247
-73.95396163874828,40.88031760252684,247
-73.95372429975946,40.88031544910764,247
-73.95348696079631,40.88031329520017,247
-73.95324962185884,40.880311140804416,247
-73.9530122829471,40.88030898592038,247
-73.95277494406105,40.880306830548065,247
-73.95253760520072,40.88030467468747,247
-73.9523002663661,40.880302518338596,247
-73.95206292755721,40.88030036150144,247
-73.95182558877401,40.880298204176015,247
-73.95158825001658,40.88029604636232,247
-73.95135091128488,40.88029388806032,247
-73.95111357257893,40.88029172927006,247
-73.95087623389873,40.880289569991525,247
-73.95063889524427,40.8802874102247,247
-73.95040155661559,40.88028524996961,247
-73.95016421801266,40.88028308922622,247
-73.94992687943552,40.880280927994576,247
-73.94968954088417,40.88027876627464,247
-73.94945220235859,40.88027660406644,247
-73.9492148638588,40.88027444136996,247
-73.9489775253848,40.880272278185195,247
-73.94874018693663,40.880270114512165,247
-73.94850284851425,40.88026795035085,247
-73.9482655101177,40.88026578570126,247
-73.94802817174696,40.88026362056339,247
-73.94779083340204,40.88026145493725,247
-73.94755349508296,40.880259288822835,247
-73.94731615678971,40.88025712222013,247
-73.9470788185223,40.88025495512917,247
-73.94684148028077,40.88025278754993,247
-73.94660414206506,40.880250619482396,247
-73.94636680387522,40.88024845092661,247
-73.94612946571127,40.880246281882535,247
-73.94589212757316,40.88024411235019,247
-73.94565478946096,40.88024194232957,247
-73.94541745137461,40.880239771820676,247
-73.94518011331418,40.88023760082351,247
-73.94494277527964,40.880235429338065,247
-73.94470543727098,40.88023325736434,247
-73.94446809928827,40.88023108490236,247
-73.94423076133145,40.880228911952095,247
-73.94399342340053,40.880226738513564,247
-73.94375608549558,40.88022456458674,247
-73.94351874761652,40.88022239017167,247
-73.94328140976342,40.8802202152683,247
-73.94304407193626,40.880218039876674,247
-73.94280673413505,40.88021586399677,247
-73.94256939635979,40.8802136876286,247
-73.94233205861048,40.88021151077215,247
-73.94209472088716,40.88020933342742,247
-73.94185738318978,40.880207155594434,247
-73.94162004551839,40.880204977273166,247
-73.941382707873,40.88020279846363,247
-73.9411453702536,40.88020061916582,247
-73.94090803266018,40.88019843937974,247
-73.94067069509276,40.88019625910538,247
-73.94043335755134,40.880194078342775,247
-73.94019602003596,40.88019189709187,247
-73.93995868254659,40.88018971535271,247
-73.93972134508323,40.880187533125266,247
-73.93948400764592,40.88018535040956,247
-73.93924667023462,40.88018316720558,247
-73.93900933284938,40.88018098351334,247
-73.93877199549019,40.88017879933282,247
-73.93853465815704,40.88017661466404,247
-73.93829732084997,40.88017442950698,247
-73.93805998356895,40.88017224386166,247
-73.937822646314,40.88017005772806,247
-73.93758530908512,40.880167871106195,247
-73.93734797188233,40.88016568399606,247
-73.93711063470565,40.88016349639765,247
-73.93687329755504,40.88016130831098,247
-73.93663596043052,40.88015911973604,247
-73.93639862333212,40.88015693067282,247
-73.93616128625983,40.88015474112135,247
-73.93592394921367,40.88015255108161,247
-73.93568661219362,40.88015036055359,247
-73.9354492751997,40.8801481695373,247
-73.93521193823193,40.88014597803275,247
-73.93497460129028,40.88014378603993,247
-73.93473726437479,40.880141593558854,247
-73.93449992748545,40.880139400589485,247
-73.93426259062227,40.880137207131874,247
-73.93402525378524,40.880135013185985,247
-73.9337879169744,40.880132818751825,247
-73.93355058018972,40.880130623829416,247
-73.93331324343123,40.88012842841872,247
-73.93307590669892,40.880126232519764,247
-73.93283856999281,40.88012403613256,247
-73.9326012333129,40.88012183925706,247
-73.93236389665918,40.8801196418933,247
-73.93212656003169,40.88011744404129,247
-73.93188922343042,40.880115245701,247
-73.93165188685535,40.880113046872445,247
-73.93141455030651,40.880110847555635,247
-73.93117721378393,40.88010864775055,247
-73.93093987728757,40.880106447457216,247
-73.93070254081745,40.8801042466756,247
-73.93046520437359,40.88010204540573,247
-73.93022786795598,40.88009984364759,247
-73.92999053156466,40.88009764140118,247
-73.92975319519958,40.880095438666515,247
-73.92951585886078,40.88009323544358,247
-73.92927852254827,40.88009103173239,247
-73.92904118626204,40.88008882753293,247
-73.9288038500021,40.880086622845205,247
-73.92856651376847,40.880084417669224,247
-73.92832917756114,40.880082212004965,247
-73.92809184138011,40.880080005852456,247
-73.9278545052254,40.88007779921167,247
-73.927617169097,40.88007559208264,247
-73.92737983299494,40.88007338446533,247
-73.92714249691922,40.88007117635978,247
-73.92690516086984,40.880068967765936,247
-73.92666782484679,40.88006675868385,247
-73.92643048885009,40.88006454911349,247
-73.92619315287975,40.88006233905489,247
-73.92595581693578,40.880060128508006,247
-73.92571848101815,40.88005791747287,247
-73.92548114512692,40.880055705949474,247
-73.92524380926207,40.88005349393782,247
-73.9250064734236,40.88005128143791,247
-73.92476913761153,40.88004906844973,247
-73.92453180182585,40.88004685497327,247
-73.92429446606657,40.88004464100857,247
-73.92405713033371,40.88004242655562,228
-73.92381979462725,40.880040211614386,218
-73.92358245894721,40.8800379961849,225
-73.9233451232936,40.88003578026716,186
-73.92310778766642,40.880033563861154,218
-73.92287045206568,40.880031346966895,142
-74.00997703158392,40.88063201134151,247
-74.00973968730018,40.88062997318758,247
-74.00950234304078,40.88062793454533,247
-74.00926499880569,40.880625895414745,247
-74.00902765459492,40.880623855795854,247
-74.00879031040846,40.880621815688635,247
-74.00855296624634,40.8806197750931,247
-74.00831562210857,40.88061773400924,247
-74.00807827799514,40.88061569243707,247
-74.00784093390607,40.880613650376574,247
-74.00760358984137,40.88061160782776,247
-74.007366245801,40.88060956479061,247
-74.00712890178502,40.88060752126516,247
-74.0068915577934,40.88060547725139,247
-74.00665421382618,40.88060343274929,247
-74.00641686988332,40.88060138775887,247
-74.00617952596488,40.88059934228014,247
-74.00594218207084,40.8805972963131,247
-74.00570483820118,40.88059524985772,247
-74.00546749435594,40.880593202914035,247
-74.00523015053513,40.88059115548203,247
-74.00499280673873,40.880589107561704,247
-74.00475546296674,40.88058705915306,247
-74.00451811921918,40.8805850102561,247
-74.00428077549608,40.880582960870825,247
-74.00404343179744,40.880580910997224,247
-74.00380608812324,40.88057886063531,247
-74.00356874447348,40.88057680978507,247
-74.00333140084818,40.880574758446535,247
-74.00309405724737,40.88057270661966,247
-74.00285671367102,40.880570654304485,247
-74.00261937011916,40.880568601500975,247
-74.00238202659177,40.88056654820916,247
-74.0021446830889,40.880564494429024,247
-74.0019073396105,40.88056244016058,247
-74.00166999615661,40.880560385403804,247
-74.00143265272723,40.88055833015873,247
-74.00119530932236,40.880556274425324,247
-74.000957965942,40.88055421820362,247
-74.00072062258619,40.88055216149358,247
-74.00048327925491,40.88055010429524,247
-74.00024593594816,40.88054804660858,247
-74.00000859266594,40.880545988433596,247
-73.99977124944589,40.88054392975707,247
-73.99953390625186,40.88054187059171,247
-73.99929656308237,40.88053981093806,247
-73.99905921993745,40.880537750796094,247
-73.99882187681712,40.88053569016582,247
-73.99858453372137,40.88053362904726,247
-73.9983471906502,40.880531567440386,247
-73.99810984760362,40.8805295053452,247
-73.99787250458162,40.88052744276171,247
-73.99763516158427,40.880525379689914,247
-73.9973978186115,40.880523316129825,247
-73.99716047566335,40.88052125208142,247
-73.99692313273981,40.880519187544714,247
-73.99668578984091,40.880517122519706,247
-73.99644844696664,40.88051505700639,247
-73.99621110411701,40.88051299100478,247
-73.995973761292,40.88051092451486,247
-73.99573641849166,40.88050885753665,247
-73.99549907571598,40.880506790070115,247
-73.99526173296496,40.88050472211528,247
-73.99502439023861,40.88050265367215,247
-73.99478704753693,40.88050058474072,247
-73.99454970485992,40.88049851532098,247
-73.99431236220761,40.88049644541294,247
-73.99407501957998,40.88049437501659,247
-73.99383767697707,40.880492304131955,247
-73.99360033439883,40.880490232759,247
-73.99336299184532,40.880488160897755,247
-73.9931256493165,40.88048608854822,247
-73.99288830681242,40.88048401571036,247
-73.99265096433305,40.88048194238422,247
-73.99241362187844,40.88047986856976,247
-73.99217627944854,40.880477794267,247
-73.9919389370434,40.88047571947594,247
-73.991701594663,40.88047364419659,247
-73.99146425230737,40.88047156842894,247
-73.99122690997648,40.88046949217297,247
-73.99098956767037,40.88046741542872,247
-73.99075222538902,40.88046533819616,247
-73.99051488313245,40.880463260475295,247
-73.99027754090068,40.88046118226614,247
-73.99004019869369,40.88045910356868,247
-73.98980285651149,40.88045702438293,247
-73.98956551435408,40.880454944708866,247
-73.9893281722215,40.88045286454651,247
-73.98909083011374,40.88045078389585,247
-73.98885348803078,40.88044870275691,247
-73.98861614597266,40.88044662112964,247
-73.98837880393936,40.8804445390141,247
-73.9881414619309,40.880442456410236,247
-73.98790411994727,40.8804403733181,247
-73.98766677798851,40.88043828973765,247
-73.98742943605458,40.8804362056689,247
-73.98719209414551,40.88043412111187,247
-73.98695475226133,40.880432036066516,247
-73.98671741040201,40.88042995053288,247
-73.98648006856756,40.88042786451094,247
-73.986242726758,40.880425778000706,247
-73.98600538497331,40.880423691002186,247
-73.98576804321355,40.88042160351535,247
-73.98553070147867,40.880419515540225,247
-73.98529335976869,40.88041742707681,247
-73.98505601808364,40.88041533812508,247
-73.9848186764235,40.880413248685066,247
-73.98458133478827,40.88041115875675,247
-73.984343993178,40.88040906834015,247
-73.98410665159264,40.88040697743523,247
-73.98386931003222,40.880404886042044,247
-73.98363196849677,40.880402794160545,247
-73.98339462698625,40.88040070179075,247
-73.9831572855007,40.880398608932666,247
-73.9829199440401,40.880396515586284,247
-73.98268260260448,40.8803944217516,247
-73.98244526119385,40.88039232742863,247
-73.98220791980819,40.88039023261737,247
-73.98197057844752,40.8803881373178,247
-73.98173323711183,40.88038604152995,247
-73.98149589580115,40.8803839452538,247
-73.98125855451548,40.88038184848934,247
-73.9810212132548,40.88037975123662,247
-73.98078387201917,40.880377653495586,247
-73.98054653080855,40.88037555526625,247
-73.98030918962294,40.88037345654863,247
-73.98007184846239,40.88037135734272,247
-73.97983450732687,40.88036925764851,247
-73.9795971662164,40.880367157466,247
-73.97935982513098,40.88036505679521,247
-73.9791224840706,40.88036295563613,247
-73.9788851430353,40.88036085398875,247
-73.97864780202508,40.88035875185307,247
-73.97841046103991,40.88035664922911,247
-73.97817312007984,40.88035454611684,247
-73.97793577914486,40.8803524425163,247
-73.97769843823495,40.88035033842746,247
-73.97746109735017,40.88034823385032,247
-73.97722375649047,40.88034612878489,247
-73.97698641565589,40.880344023231174,247
-73.97674907484641,40.88034191718918,247
-73.97651173406207,40.880339810658874,247
-73.97627439330286,40.88033770364028,247
-73.97603705256876,40.88033559613339,247
-73.9757997118598,40.88033348813822,247
-73.97556237117601,40.88033137965476,247
-73.97532503051737,40.880329270683006,247
-73.97508768988386,40.880327161222965,247
-73.97485034927553,40.88032505127462,247
-73.97461300869239,40.880322940838,247
-73.97437566813439,40.88032082991308,247
-73.97413832760157,40.88031871849987,247
-73.97390098709396,40.88031660659838,247
-73.97366364661153,40.8803144942086,247
-73.97342630615428,40.88031238133052,247
-73.97318896572226,40.88031026796417,247
-73.97295162531545,40.880308154109514,247
-73.97271428493383,40.880306039766566,247
-73.97247694457744,40.88030392493535,247
-73.97223960424628,40.88030180961582,247
-73.97200226394035,40.88029969380801,247
-73.97176492365966,40.88029757751192,247
-73.97152758340421,40.88029546072753,247
-73.97129024317402,40.88029334345487,247
-73.97105290296908,40.88029122569391,247
-73.9708155627894,40.88028910744466,247
-73.97057822263498,40.880286988707134,247
-73.97034088250585,40.880284869481315,247
-73.97010354240199,40.88028274976721,247
-73.96986620232343,40.880280629564794,247
-73.96962886227014,40.88027850887412,247
-73.96939152224215,40.88027638769514,247
-73.96915418223946,40.88027426602789,247
-73.96891684226208,40.88027214387235,247
-73.96867950231001,40.88027002122852,247
-73.96844216238327,40.8802678980964,247
-73.96820482248185,40.880265774476,247
-73.96796748260576,40.88026365036731,247
-73.96773014275502,40.880261525770344,247
-73.96749280292961,40.88025940068509,247
-73.96725546312953,40.88025727511154,247
-73.96701812335485,40.88025514904972,247
-73.9667807836055,40.880253022499595,247
-73.96654344388152,40.8802508954612,247
-73.96630610418292,40.880248767934525,247
-73.96606876450969,40.880246639919534,247
-73.96583142486185,40.880244511416294,247
-73.9655940852394,40.880242382424754,247
-73.96535674564232,40.88024025294493,247
-73.96511940607068,40.88023812297683,247
-73.96488206652442,40.88023599252044,247
-73.96464472700359,40.88023386157576,247
-73.96440738750816,40.8802317301428,247
-73.96417004803817,40.88022959822156,247
-73.9639327085936,40.880227465812034,247
-73.96369536917449,40.88022533291422,247
-73.9634580297808,40.88022319952814,247
-73.96322069041256,40.880221065653764,247
-73.96298335106977,40.88021893129111,247
-73.96274601175246,40.880216796440166,247
-73.96250867246059,40.88021466110096,247
-73.96227133319418,40.88021252527345,247
-73.96203399395328,40.880210388957664,247
-73.96179665473785,40.880208252153594,247
-73.9615593155479,40.880206114861245,247
-73.96132197638347,40.880203977080605,247
-73.96108463724451,40.88020183881171,247
-73.96084729813109,40.880199700054504,247
-73.96060995904314,40.88019756080904,247
-73.96037261998075,40.88019542107527,247
-73.96013528094385,40.88019328085324,247
-73.95989794193248,40.88019114014293,247
-73.95966060294666,40.88018899894432,247
-73.95942326398638,40.88018685725744,247
-73.95918592505164,40.88018471508228,247
-73.95894858614245,40.880182572418846,247
-73.95871124725883,40.88018042926712,247
-73.95847390840076,40.880178285627125,247
-73.95823656956827,40.88017614149884,247
-73.95799923076137,40.88017399688229,247
-73.95776189198004,40.88017185177745,247
-73.95752455322429,40.880169706184326,247
-73.95728721449413,40.88016756010293,247
-73.95704987578958,40.88016541353326,247
-73.95681253711064,40.8801632664753,247
-73.9565751984573,40.880161118929074,247
-73.95633785982956,40.88015897089457,247
-73.95610052122747,40.88015682237177,247
-73.955863182651,40.88015467336071,247
-73.95562584410017,40.88015252386137,247
-73.95538850557497,40.88015037387375,247
-73.95515116707541,40.88014822339784,247
-73.95491382860152,40.88014607243366,247
-73.95467649015328,40.880143920981205,247
-73.9544391517307,40.88014176904048,247
-73.95420181333378,40.88013961661146,247
-73.95396447496256,40.880137463694176,247
-73.95372713661699,40.88013531028861,247
-73.95348979829713,40.88013315639477,247
-73.95325246000296,40.88013100201264,247
-73.95301512173447,40.88012884714225,247
-73.9527777834917,40.880126691783595,247
-73.95254044527464,40.88012453593664,247
-73.95230310708328,40.88012237960142,247
-73.95206576891766,40.88012022277793,247
-73.95182843077777,40.88011806546614,247
-73.95159109266359,40.8801159076661,247
-73.95135375457517,40.88011374937778,247
-73.95111641651248,40.880111590601174,247
-73.95087907847555,40.88010943133631,247
-73.95064174046438,40.880107271583164,247
-73.95040440247897,40.880105111341734,247
-73.9501670645193,40.880102950612034,247
-73.94992972658544,40.88010078939407,247
-73.94969238867735,40.88009862768782,247
-73.94945505079502,40.8800964654933,247
-73.9492177129385,40.880094302810505,247
-73.9489803751078,40.88009213963944,247
-73.94874303730288,40.8800899759801,247
-73.94850569952378,40.88008781183249,247
-73.94826836177047,40.8800856471966,247
-73.948031024043,40.880083482072436,247
-73.94779368634137,40.88008131646,247
-73.94755634866554,40.88007915035931,247
-73.94731901101558,40.880076983770316,247
-73.94708167339142,40.88007481669306,247
-73.94684433579314,40.88007264912754,247
-73.94660699822072,40.880070481073744,247
-73.94636966067415,40.88006831253168,247
-73.94613232315345,40.88006614350133,247
-73.94589498565863,40.88006397398273,247
-73.94565764818968,40.880061803975835,247
-73.9454203107466,40.880059633480684,247
-73.94518297332944,40.88005746249726,247
-73.94494563593815,40.88005529102556,247
-73.94470829857278,40.88005311906561,247
-73.9444709612333,40.880050946617345,247
-73.94423362391976,40.880048773680834,247
-73.94399628663211,40.88004660025607,230
-73.9437589493704,40.88004442634301,247
-73.94352161213463,40.8800422519417,230
-73.94328427492478,40.880040077052094,230
-73.94304693774087,40.880037901674235,230
-73.94280960058292,40.880035725808106,230
-73.94257226345094,40.88003354945371,230
-73.9423349263449,40.88003137261105,230
-73.94209758926482,40.8800291952801,230
-73.94186025221073,40.88002701746089,230
-73.94162291518259,40.88002483915343,230
-73.94138557818046,40.88002266035768,229
-73.94114824120432,40.88002048107366,230
-73.94091090425415,40.88001830130138,230
-73.94067356733,40.88001612104083,230
-73.94043623043184,40.88001394029201,230
-73.94019889355971,40.880011759054916,230
-73.93996155671361,40.880009577329574,230
-73.9397242198935,40.880007395115946,230
-73.93948688309943,40.880005212414055,230
-73.93924954633142,40.8800030292239,230
-73.93901220958942,40.88000084554547,230
-73.9387748728735,40.879998661378785,230
-73.9385375361836,40.87999647672383,230
-73.93830019951979,40.879994291580594,230
-73.93806286288202,40.87999210594911,230
-73.93782552627033,40.87998991982935,230
-73.93758818968472,40.87998773322132,230
-73.93735085312518,40.87998554612503,230
-73.93711351659174,40.87998335854047,230
-73.93687618008438,40.87998117046765,230
-73.93663884360315,40.87997898190656,230
-73.93640150714799,40.87997679285721,230
-73.93616417071895,40.879974603319596,229
-73.93592683431605,40.87997241329371,228
-73.93568949793926,40.879970222779555,228
-73.93545216158859,40.87996803177713,228
-73.93521482526405,40.87996584028646,229
-73.93497748896567,40.879963648307516,229
-73.93474015269344,40.8799614558403,229
-73.93450281644733,40.87995926288484,229
-73.93426548022741,40.8799570694411,230
-73.93402814403365,40.87995487550909,233
-73.93379080786605,40.87995268108884,232
-73.93355347172462,40.8799504861803,233
-73.93331613560939,40.87994829078351,233
-73.93307879952033,40.879946094898465,233
-73.93284146345746,40.879943898525134,233
-73.9326041274208,40.87994170166356,234
-73.93236679141036,40.87993950431371,234
-73.93212945542611,40.8799373064756,234
-73.93189211946807,40.87993510814923,234
-73.93165478353627,40.879932909334606,234
-73.93141744763068,40.87993071003171,234
-73.93118011175133,40.87992851024056,234
-73.93094277589823,40.879926309961135,234
-73.93070544007136,40.87992410919346,234
-73.93046810427074,40.87992190793751,231
-73.9302307684964,40.8799197061933,231
-73.9299934327483,40.87991750396085,231
-73.92975609702648,40.87991530124012,231
-73.92951876133094,40.879913098031125,231
-73.92928142566166,40.87991089433389,231
-73.92904409001868,40.87990869014838,231
-73.92880675440199,40.879906485474606,233
-73.9285694188116,40.87990428031257,233
-73.92833208324751,40.87990207466228,232
-73.92809474770974,40.879899868523744,229
-73.92785741219828,40.87989766189693,230
-73.92762007671313,40.87989545478186,231
-73.9273827412543,40.879893247178536,231
-73.92714540582182,40.87989103908695,230
-73.92690807041568,40.87988883050709,230
-73.92667073503587,40.879886621438985,230
-73.92643339968244,40.879884411882635,231
-73.92619606435534,40.879882201838,229
-73.9259587290546,40.879879991305124,229
-73.92572139378022,40.879877780283984,229
-73.92548405853225,40.87987556877459,229
-73.92524672331062,40.879873356776926,229
-73.92500938811541,40.879871144290995,230
-73.92477205294657,40.87986893131683,229
-73.92453471780414,40.879866717854405,229
-73.9242973826881,40.879864503903704,230
-73.92406004759846,40.87986228946477,180
-73.92382271253523,40.87986007453756,184
-73.92358537749844,40.8798578591221,222
-73.92334804248807,40.87985564321838,221
-73.92311070750414,40.8798534268264,219
-73.92287337254665,40.87985120994617,247
