Longitude,Latitude,Decennial Population Count
-73.8949776,40.7693339,198
-73.8949132,40.7644855,0
-73.90467,40.7609883,189
-73.8909907,40.775237,0
-73.8870289,40.7620861,362
-73.8866813,40.7601751,451
-73.8925335,40.7558856,392
-73.8921754,40.7539104,167
-73.8912467,40.75401,209
-73.8891472,40.7581146,295
-73.8878856,40.7563759,653
-73.8869558,40.7564733,620
-73.8893851,40.7542056,34
-73.8846499,40.7648545,0
-73.8835038,40.7662102,37
-73.8845387,40.7639461,106
-73.8854297,40.7585069,342
-73.8848215,40.7603719,282
-73.8815982,40.7680916,104
-73.8827616,40.7647866,123
-73.8826433,40.7638794,100
-73.8816988,40.7638432,0
-73.8807573,40.7638061,0
-73.9284998,40.7510598,0
-73.9230331,40.7501882,11
-73.9211292,40.7583875,478
-73.9231382,40.7545503,285
-73.9244175,40.7530383,20
-73.9223461,40.7541787,0
-73.920329,40.7580145,271
-73.9176459,40.7599599,323
-73.9195333,40.7576372,654
-73.9171566,40.7781259,119
-73.9147335,40.7780104,142
-73.9158222,40.7771312,103
-73.91796,40.7743356,147
-73.9496297,40.754823,0
-73.9352318,40.7716658,0
-73.9332987,40.7704083,240
-73.9353396,40.7761887,630
-73.9430283,40.7632573,0
-73.946841,40.7546516,1350
-73.944584,40.758349,0
-73.9437922,40.7579605,268
-73.9426296,40.7550248,1180
-73.9322546,40.776878,18
-73.9318108,40.7750681,752
-73.928192,40.775764,324
-73.9290299,40.7742676,118
-73.9311652,40.7730922,873
-73.936806,40.7669464,0
-73.9339161,40.7670823,504
-73.9320114,40.772299,0
-73.9324529,40.7717091,152
-73.9197085,40.7739439,334
-73.9309535,40.7707703,285
-73.931637,40.7698693,437
-73.9415031,40.7627093,240
-73.9412234,40.7656472,1
-73.9404041,40.7644756,229
-73.9406659,40.7624072,116
-73.9416203,40.7608712,0
-73.9393967,40.7660064,72
-73.9387549,40.7638756,64
-73.9398484,40.7621146,273
-73.9408033,40.7605769,108
-73.8937173,40.7676379,193
-73.9016002,40.7601937,0
-73.9011205,40.7567845,21
-73.8965839,40.7573341,323
-73.8998104,40.7570219,0
-73.89632,40.7611003,272
-73.8950475,40.7592963,388
-73.8937968,40.7576231,409
-73.8699119,40.7527785,638
-73.8659569,40.7566685,408
-73.8656539,40.760434,386
-73.8745468,40.7672502,233
-73.8702537,40.7694169,398
-73.8698884,40.7677389,224
-73.8752416,40.7650066,169
-73.8932572,40.7666252,310
-73.8910633,40.763521,254
-73.8951902,40.7645455,0
-73.8924302,40.7733071,40
-73.8818282,40.7691287,0
-73.9245768,40.7767751,0
-73.9229213,40.7746894,0
-73.9222213,40.7740124,0
-73.9215562,40.7734975,0
-73.920854,40.7729969,0
-73.9171143,40.7703321,0
-73.9156725,40.7699268,0
-73.9114401,40.7692598,0
-73.9091384,40.7689046,0
-73.9057562,40.7683229,0
-73.9031836,40.7677959,0
-73.89295,40.7661132,0
-73.88971,40.779553,0
-73.8897704,40.7770316,0
-73.860557,40.7920412,0
-73.8943932,40.7556922,333
-73.8940305,40.7537173,358
-73.8931022,40.7538157,302
-73.8906741,40.7560826,339
-73.8925704,40.7717419,338
-73.8921894,40.7696271,200
-73.8897802,40.772007,353
-73.8903298,40.769823,221
-73.8927708,40.7676626,299
-73.8893705,40.7699006,235
-73.889972,40.7678336,257
-73.8883035,40.7679307,0
-73.8894757,40.7650012,116
-73.8926047,40.7614949,278
-73.8931817,40.7594896,313
-73.8886057,40.7657147,110
-73.888541,40.7649894,31
-73.8901434,40.763618,421
-73.8873613,40.7639141,259
-73.8867828,40.7657253,39
