Longitude,Latitude,Decennial Population Count
-73.9949414,40.7589947,1029
-73.9932768,40.7550002,1327
-73.9856968,40.7798805,1167
-73.9830479,40.7796452,1271
-73.9827506,40.7837001,904
-73.9967917,40.7647447,21
-73.9924172,40.7612691,922
-73.993464,40.7592073,1289
-73.9883119,40.7669021,806
-73.9837906,40.7782103,1601
-73.982045,40.777976,20
-73.9817673,40.7741253,358
-73.9840462,40.7676557,1408
-73.9738835,40.7616408,0
-73.975471,40.7565803,3
-73.9683229,40.763622,192
-73.9729442,40.7571529,205
-73.9719473,40.7842555,1075
-73.9676407,40.8041507,581
-73.9635671,40.8008276,329
-73.9665461,40.7966923,930
-73.9580783,40.8035763,0
-73.958092,40.8004182,0
-73.9763929,40.7545147,0
-73.9421729,40.8233767,427
-73.9397398,40.8181888,1494
-73.9761874,40.7835452,1102
-73.9733477,40.7874239,1538
-73.9333048,40.8126119,0
-73.9395952,40.8057332,285
-73.9345132,40.8128572,0
-73.9714428,40.7990866,745
-73.9717764,40.7959457,808
-73.9703557,40.7953481,630
-73.9783823,40.7904013,1557
-73.9794014,40.7831543,781
-73.9428348,40.8145084,399
-73.9452801,40.8106005,830
-73.9420533,40.8282746,188
-73.9398717,40.8265203,509
-74.0025871,40.7602206,0
-73.9986768,40.7577581,73
-73.9912971,40.7689554,0
-73.9659225,40.7771447,0
-73.9929792,40.7705412,1620
-73.9530859,40.8262707,40
-73.9342395,40.8473911,706
-73.9516013,40.8124678,387
-73.9536104,40.8082395,281
-73.952818,40.808138,0
-73.9469945,40.8171305,0
-73.9397663,40.8364467,5
-73.9422056,40.8250559,0
-73.948785,40.8261683,1003
-73.9515667,40.8215284,1195
-73.9452832,40.8271742,604
-73.9490018,40.8220892,508
-73.9441448,40.8223442,292
-73.9323501,40.8474203,684
-73.9387775,40.8410671,0
-73.9082162,40.7727303,489
-73.9101956,40.77007,211
-73.9155446,40.7652496,538
-73.9092975,40.7696451,41
-73.9090928,40.7677388,411
-73.9081788,40.7694659,27
-73.9114938,40.7661549,791
-73.907503,40.7722256,338
-73.9067758,40.7717123,402
-73.9075114,40.7700619,106
-73.9082104,40.7674673,259
-73.9060516,40.7681703,0
-73.9053441,40.770696,437
-73.9069086,40.769793,16
-73.9072806,40.7692656,79
-73.9060474,40.7690583,85
-73.9106965,40.765779,659
-73.907743,40.7667602,98
-73.9051768,40.7687449,11
-73.9172382,40.7631699,467
-73.9139465,40.764498,324
-73.9131487,40.7641219,427
-73.9144037,40.7625302,594
-73.8666242,40.7603369,369
-73.8662903,40.758507,445
-73.8668502,40.7565743,619
-73.8671222,40.7534402,688
-73.8661898,40.7536639,517
-73.8656932,40.7551937,271
-73.8643589,40.7540993,538
-73.8628422,40.7603477,131
-73.8736523,40.7507079,0
-73.8738067,40.7518905,1161
-73.9250237,40.7717646,50
-73.9224187,40.7750217,17
-73.9188175,40.7780629,163
-73.9188445,40.7713366,0
-73.9279774,40.7627617,225
-73.9251206,40.7602612,771
-73.9232306,40.7625913,878
-73.9443213,40.7511636,0
-73.938495,40.7510274,61
-73.9328321,40.7521265,0
-73.9169068,40.7832407,482
-73.9136717,40.7799331,638
-73.9279234,40.7737656,478
-73.9274743,40.7691657,382
-73.9321028,40.7587268,508
-73.9392719,40.7551379,0
-73.9922846,40.7512549,87
-73.98411,40.7519475,28
-73.9381714,40.798466,639
-73.934535,40.7951884,667
-73.9338192,40.7808414,0
-73.9512891,40.7763783,1503
-73.9522906,40.7708653,974
-73.9452237,40.7764196,1329
-73.9424048,40.8018986,179
-73.9389512,40.8037272,243
-73.9459055,40.7942072,744
-73.9561405,40.7859509,309
-73.9531471,40.7814057,830
-73.9473326,40.7922493,137
-73.9429001,40.7878752,1272
-73.9612916,40.8182757,0
-73.9794705,40.7739415,1099
-73.9797879,40.763309,509
-73.9743411,40.7610152,23
-73.9745575,40.7578337,0
-73.9687646,40.7628856,326
-73.9722477,40.7552193,433
-73.975499,40.7883282,340
-73.9562109,40.7947218,0
-73.9496545,40.767695,0
-73.9902253,40.7693766,107
-73.9755065,40.7908263,709
-73.9770161,40.7863924,915
-73.9549825,40.812657,662
-73.9545028,40.8094556,345
-73.9532901,40.8064438,331
-73.9490039,40.8054994,683
-73.9411061,40.816315,1136
-73.9403206,40.8325666,316
-73.935725,40.841139,0
-73.9554006,40.8215153,1175
-73.9503105,40.82262,636
-73.9476332,40.8239612,274
-73.9485433,40.8227122,385
-73.9446947,40.8202745,0
-73.9321373,40.8587056,570
-73.9828254,40.7888333,0
-73.9819904,40.7734565,5
-74.0026276,40.7523516,1625
-73.9509238,40.8270527,373
-73.950937,40.8220745,826
-73.9639834,40.8206969,0
-73.9496429,40.7866224,318
-73.9967603,40.7564698,901
-73.946195,40.7750902,1042
-73.9911749,40.7739289,1049
-74.0036845,40.7682585,0
-73.9655356,40.7533659,277
-73.9499852,40.786148,333
-73.9944262,40.7536682,108
-73.9471189,40.8030603,813
-73.9595356,40.7728651,310
-73.9460271,40.7757215,607
-73.9293282,40.7836101,0
-73.9345402,40.8086401,0
-73.9355906,40.7932088,34
-73.930275,40.7949982,0
-73.9294022,40.796416,0
-73.9457838,40.7719322,0
-73.9461654,40.7722272,1092
-73.9438981,40.8499567,0
-73.9185512,40.8753384,0
-73.9096868,40.8751981,610
-73.9340783,40.7960454,429
-73.936344,40.7968413,728
-73.9441143,40.7999045,299
-73.9420493,40.7994873,357
-73.9404162,40.7987564,170
-73.9385802,40.797899,330
-73.9462713,40.8037535,398
-73.9525506,40.8061873,248
-73.944121,40.8067575,444
-73.9605335,40.806366,233
-73.9642844,40.8079368,255
-73.9379224,40.8081436,104
-73.9393709,40.8089306,285
-73.94391,40.8124774,713
-73.943855,40.8131256,421
-73.9409421,40.8284763,2290
-73.9352199,40.8437025,582
-73.936624,40.8443043,440
-73.9398171,40.8454636,87
-73.9302021,40.8529007,256
-73.9286487,40.8524817,828
-73.9313832,40.8536321,547
-73.9257167,40.8655075,96
-73.9287848,40.8455686,0
-73.9340949,40.8320166,0
-73.947244,40.821388,12
-73.9898629,40.7736171,889
-73.9892102,40.7739776,1374
-73.9378318,40.836222,125
-73.9432604,40.842717,1487
-74.0062312,40.7552101,0
-74.0050523,40.7586356,0
-74.0030966,40.7604304,0
-74.0026904,40.7615207,7
-73.9310159,40.8675559,0
-73.9766101,40.7953413,0
-73.9346943,40.862366,0
-73.9672459,40.8110299,0
-73.9313713,40.7866003,635
-73.9741495,40.7990853,0
-73.9754451,40.7992324,0
-73.9839959,40.7866836,14
-73.9702058,40.8124005,0
-73.9769406,40.7967433,0
-74.0002141,40.7518467,11
-73.996204,40.7555637,0
-73.9953733,40.7558035,0
-73.9959142,40.7571623,0
-73.9961578,40.7568996,0
-73.9956715,40.7560424,0
-74.0066221,40.7617955,0
-73.9873733,40.7806374,0
-73.98563,40.7832554,0
-73.9879324,40.7804272,0
-73.961712,40.7808957,0
-73.9637147,40.7793405,0
-73.936038,40.810776,1805
-73.9584025,40.8232428,0
-73.9706608,40.7602811,207
-73.969964,40.7583508,27
-73.9704218,40.7577245,124
-73.9685788,40.7602533,343
-73.9690522,40.7596008,565
-73.971336,40.7564752,124
-73.9708791,40.7571008,65
-73.9703256,40.7544093,492
-73.9689577,40.7562908,583
-73.9694138,40.7556647,496
-73.9680502,40.7575461,848
-73.9684979,40.7569174,406
-73.9636555,40.7756568,171
-73.9641177,40.7750233,151
-73.9631766,40.7763157,63
-73.9615689,40.7756393,373
-73.9620502,40.7749809,429
-73.9650427,40.773753,394
-73.9629759,40.7737113,326
-73.9687909,40.76862,221
-73.9692474,40.7679948,34
-73.9683348,40.7692479,409
-73.9667265,40.7685696,159
-73.9697024,40.7673696,89
-73.9923709,40.7562378,356
-73.9919311,40.7568824,0
-73.9899864,40.7544225,25
-73.9904324,40.7538013,10
-73.9876534,40.7576223,570
-73.9860957,40.76023,506
-73.9427723,40.8343979,1621
-73.9432282,40.8337729,1415
-73.9421843,40.8508439,680
-73.9388402,40.8535619,989
-73.9386325,40.855286,486
-73.9389595,40.850569,562
-73.940241,40.8499459,377
-73.9392885,40.8497506,410
-73.941563,40.8454236,961
-73.9397979,40.8446644,877
-73.9419738,40.8440074,561
-73.9400264,40.8439646,954
-73.9398305,40.8483448,443
-73.9386125,40.8481216,880
-73.9380555,40.8490692,0
-73.936231,40.8490302,298
-73.9365295,40.8486715,0
-73.9383363,40.8440795,448
-73.9393003,40.8460312,617
-73.9379348,40.8464584,16
-73.9381007,40.8528387,0
-73.9335079,40.8560495,520
-73.9355538,40.8541975,844
-73.9339714,40.8548949,383
-73.9344181,40.8538392,303
-73.9357194,40.8512568,536
-73.9323604,40.8522968,685
-73.9347852,40.8509182,150
-73.9332656,40.8510596,591
-73.9337022,40.8504592,341
-73.931861,40.8529807,429
-73.9310481,40.8517446,647
-73.9356543,40.8496639,229
-73.9360129,40.8473008,758
-73.9350831,40.8485723,417
-73.9364679,40.8466763,645
-73.9369432,40.8460277,496
-73.9356282,40.845476,879
-73.933278,40.8461508,808
-73.9342063,40.8448816,906
-73.9332885,40.8486799,428
-73.9323902,40.8499077,349
-73.9569235,40.8200211,3101
-73.9603933,40.8102725,409
-73.9637437,40.810852,0
-73.9635034,40.8094711,954
-73.9656756,40.8067055,465
-73.9615592,40.8086756,11
-73.9638855,40.8058903,1229
-73.9612224,40.8047673,0
-73.9455133,40.8453517,0
-73.9561823,40.8160183,523
-73.9588263,40.8171709,0
-73.924593,40.8511633,0
-73.9378546,40.8398873,479
-73.9864502,40.7595635,287
-73.9373105,40.8501781,1306
-73.9372223,40.8478126,603
-73.9333808,40.8531941,403
-73.9346015,40.849233,409
-73.9644121,40.8053085,648
-73.9576717,40.8120909,589
-73.9452171,40.8378579,1358
-73.9482198,40.831695,1049
-73.9868024,40.7588976,10
-73.9814248,40.7648256,0
-73.9854353,40.7549715,8
-73.9822564,40.7544986,14
-73.9901402,40.7643977,811
-73.9909653,40.7581684,1232
-73.9844797,40.7811245,886
-73.9958814,40.7659949,0
-73.9516355,40.8108063,119
-73.9829012,40.7704662,556
-73.9999596,40.7610774,3416
-73.9946697,40.7613963,32
-73.9357408,40.8476827,0
-73.9328631,40.8466378,0
-73.9453501,40.773044,601
-73.9760663,40.7927013,752
-73.9493441,40.8050266,170
-73.9421018,40.8098601,861
-73.9427664,40.8460634,277
-73.9906126,40.7745364,936
-73.9576557,40.8157175,497
-73.9596954,40.8146533,970
-73.9632129,40.8117174,0
-73.9587555,40.8112497,731
-73.9559782,40.8115469,2077
-73.9566971,40.8145453,488
-73.9588523,40.8104841,398
-73.9579856,40.8093417,278
-73.9491496,40.8352959,0
-73.9443425,40.8397341,325
-73.9460111,40.8391183,0
-73.9487335,40.8340951,0
-73.9464245,40.8364767,141
-73.9456081,40.8372186,1287
-73.9427558,40.8384757,861
-73.9419125,40.8488607,11
-73.9433735,40.8459854,51
-73.9410809,40.8492725,0
-73.9453349,40.8359792,1389
-73.945034,40.8345797,0
-73.9478736,40.8328087,37
-73.9495578,40.8312991,0
-73.9441598,40.8325031,1159
-73.944874,40.8315189,42
-73.9484043,40.8309394,1121
-73.9455759,40.8305604,834
-73.9963301,40.7653655,34
-73.9933342,40.7600149,845
-73.9821498,40.7634958,206
-73.9431458,40.825427,2138
-73.9459602,40.7654212,0
-73.9493904,40.7831032,1535
-73.9597855,40.8058628,262
-73.9618326,40.7673253,344
-73.978053,40.7811574,302
-73.9776529,40.7542232,2
-73.9721539,40.7519068,874
-73.9191911,40.8716296,328
-73.9267161,40.8620972,1434
-73.9299345,40.8565496,878
-73.9224376,40.8603379,1124
-73.9658434,40.7981317,1263
-73.9578493,40.8100238,503
-73.9353852,40.8316459,49
-73.944568,40.8478498,0
-73.9407624,40.8485072,459
-73.9213043,40.8622665,406
-73.9859655,40.7701355,972
-73.9841734,40.772648,11
-73.9200804,40.86123,0
-73.9134247,40.8703036,0
-73.9200958,40.8639923,1298
-73.9182422,40.8637417,81
-73.9968118,40.7720137,0
-73.9341472,40.8209772,0
-73.9290629,40.8629301,699
-73.9396054,40.7964953,902
-73.9456527,40.7840909,5
-73.9886071,40.7789331,0
-73.9671323,40.7587925,197
-73.967171,40.8071427,0
-73.9868884,40.7688543,1648
-73.9523082,40.7879469,871
-73.965543,40.8074889,82
-73.9280636,40.7977135,0
-73.9554483,40.8270084,0
-73.9647755,40.7620188,528
-73.9549739,40.7713802,580
-73.9494745,40.7856425,933
-73.9360667,40.8162478,1215
-73.9590898,40.8126689,1113
-73.9688649,40.791313,265
-73.9395546,40.851757,583
-73.9458719,40.7868621,280
-73.9893261,40.7776621,0
-73.9503809,40.8324616,0
-73.9623137,40.818291,0
-73.9804129,40.7982091,0
-73.9894058,40.7784474,0
-73.9796394,40.7508718,9
-73.9712385,40.7531602,1546
-73.9680696,40.753458,1462
-73.9296003,40.8666062,319
-73.9279175,40.8639776,952
-73.9275498,40.861787,1747
-73.922418,40.8677562,741
-73.9544569,40.8177198,1083
-73.9459312,40.7667534,2681
-73.9873798,40.7509309,0
-73.98033,40.7528098,24
-73.9377992,40.8024203,93
-73.9410692,40.7979435,234
-73.9396145,40.7923717,597
-73.9335401,40.8048483,20
-73.9668686,40.7812889,0
-73.9108208,40.8754142,927
-73.9274062,40.8748999,0
-73.9241233,40.8780583,0
-73.9438747,40.7750567,26
-73.9353995,40.8022274,504
-73.9542415,40.7885548,562
-73.9599697,40.7569133,0
-73.9605076,40.7986846,762
-73.9761675,40.7585125,19
-73.9528666,40.7660345,754
-73.9388281,40.8194298,1338
-73.9915989,40.7682801,892
-73.9470374,40.8125688,1128
-73.949486,40.8289502,662
-73.9388925,40.8473766,575
-73.9585378,40.8163373,0
-73.9814554,40.7698947,290
-73.9825472,40.7862477,0
-73.9140187,40.8694998,0
-73.9415958,40.850099,0
-73.9524071,40.7910694,633
-73.9646093,40.7676756,0
-74.0010728,40.7639029,0
-73.9649218,40.7517822,0
-73.9499927,40.7653279,0
-73.930341,40.7926402,0
-73.9345358,40.8255966,0
-73.9623395,40.82244,0
-73.9699692,40.755241,231
-73.9486363,40.7720587,1386
-73.9588626,40.7764463,412
-73.9561472,40.7801758,837
-73.973406,40.7913512,295
-73.9290011,40.8464446,0
-73.9324022,40.8056095,0
-73.9279035,40.8003679,0
-73.9193641,40.797545,0
-73.9190492,40.7964965,0
-73.9181887,40.7977173,0
-73.9212147,40.7952231,0
-73.9205094,40.7968579,0
-73.928894,40.8501234,491
-73.9295066,40.8518803,362
-73.9299178,40.8513178,275
-73.9280375,40.8505594,212
-73.9578084,40.8223715,0
-73.9590748,40.8209388,0
-73.9607327,40.8193263,0
-73.962545,40.8172182,0
-73.9546013,40.8245687,0
-73.9667822,40.8112417,0
-73.959219,40.7586551,0
-73.9596073,40.7582065,266
-73.9587104,40.7594791,0
-73.9570148,40.7603801,0
-73.9624364,40.7543347,0
-73.9873692,40.7796906,814
-73.9586635,40.7525629,29
-73.9539049,40.8042271,1093
-73.9541905,40.8034778,959
-73.9546765,40.8028294,703
-73.9522627,40.8044429,345
-73.9529233,40.8020416,128
-73.9508559,40.8029609,764
-73.9512674,40.802258,828
-73.9535325,40.799869,906
-73.9531261,40.8013287,529
-73.9499226,40.8042424,658
-73.9483213,40.8009937,1074
-73.9473484,40.8023361,329
-73.9514904,40.8015005,520
-73.9520874,40.799333,46
-73.9504924,40.7994534,687
-73.9468347,40.7987061,1783
-73.9477449,40.7974633,432
-73.9481993,40.7968226,1309
-73.9506346,40.7978767,1031
-73.9514909,40.7923221,0
-73.9470689,40.7955081,736
-73.9465573,40.8034715,382
-73.9449313,40.801317,296
-73.9440188,40.8025756,445
-73.9428602,40.801266,651
-73.9433192,40.8006377,473
-73.9717673,40.8002828,0
-73.9696965,40.8029546,0
-73.9676866,40.8059444,0
-73.9593969,40.8198067,0
-73.9589708,40.82088,0
-73.959267,40.8209018,0
-73.9626782,40.7769985,319
-73.9610715,40.7763221,409
-73.9617342,40.7782918,237
-73.9601283,40.777615,218
-73.9612707,40.7789272,452
-73.9596634,40.7782487,374
-73.9604347,40.7743007,268
-73.9608974,40.7736661,20
-73.9594565,40.7756417,325
-73.9599548,40.7749597,445
-73.9571238,40.7788378,525
-73.9575867,40.7782032,587
-73.95805,40.7775688,614
-73.9555137,40.7781592,1021
-73.9559772,40.7775242,1063
-73.9569028,40.7762558,855
-73.9578462,40.7749628,751
-73.958344,40.7742802,630
-73.9588252,40.7736215,468
-73.9549809,40.775446,1594
-73.9449601,40.8224546,1949
-73.9460606,40.8184027,273
-73.9473435,40.8181588,0
-73.9456039,40.8190262,305
-73.9461934,40.8200975,316
-73.94258,40.8193828,1356
-74.0011428,40.7594802,8
-74.000825,40.7565933,0
-74.0003237,40.7555177,0
-74.0024316,40.7577195,14
-73.9975604,40.7600779,20
-73.9883166,40.7805846,0
-73.9564737,40.7973211,0
-73.9326533,40.8470666,0
-73.9309657,40.8493098,140
-73.9314003,40.8487146,388
-73.9249459,40.8530053,0
-73.9423321,40.8433496,322
-73.942572,40.8426914,0
-73.9405725,40.8425889,767
-73.9408414,40.8419319,291
-73.9384104,40.8416773,189
-73.9423619,40.8392653,1067
-73.9406887,40.8384498,739
-73.9409855,40.8377112,1117
-73.941205,40.8369866,1328
-73.9389177,40.842746,0
-73.9370541,40.8435259,730
-73.936865,40.8036992,38
-73.9522298,40.7826583,692
-73.95177,40.7832855,599
-73.9507406,40.7820299,1410
-73.9480047,40.7808766,1469
-73.9487257,40.7903423,950
-73.9466614,40.7902867,410
-73.9475808,40.7890313,455
-73.9183842,40.8722985,948
-73.9088103,40.8732471,0
-73.9207417,40.86833,292
-73.920623,40.8649545,1416
-73.9191635,40.862471,112
-73.9122853,40.8687641,0
-73.9304793,40.8548688,595
-73.9282459,40.8555785,865
-73.9293165,40.8509633,42
-73.9246543,40.7961026,2
-73.9162139,40.7889401,0
-73.9850116,40.7507121,430
-74.0054439,40.7535391,0
-74.0002408,40.7505403,51
-73.9104985,40.8762533,469
-73.939198,40.8555311,0
-73.9353557,40.8582817,167
-73.9349201,40.8630399,0
-73.9391873,40.8383469,0
-73.9436838,40.8331498,1572
-73.9401079,40.8476137,239
-73.9375878,40.847157,133
-73.9340256,40.8521605,353
-73.9341382,40.8498685,213
-73.9647363,40.8095715,1274
-73.959641,40.8162517,1269
-73.9590274,40.8080865,881
-73.9413394,40.8478499,643
-73.9438538,40.8364962,687
-73.98687,40.7555395,0
-73.9834356,40.7615779,0
-73.982991,40.7589302,202
-73.9525505,40.8206882,50
-73.9866468,40.7629327,758
-73.9659819,40.810524,10
-73.9823532,40.7810402,660
-73.993438,40.7649691,1090
-73.9944184,40.7571021,134
-73.9860821,40.7791734,893
-73.9829675,40.7753975,1050
-73.9160234,40.8715845,322
-73.9180198,40.8678098,409
-73.9122004,40.8716604,0
-73.9295317,40.8561104,731
-74.0065489,40.7515782,40
-73.8915495,40.771444,233
-73.876483,40.7707089,0
-73.879209,40.768829,112
-73.906446,40.7544304,285
-73.8997951,40.750527,0
-73.8899727,40.7522211,978
-73.8756652,40.751695,628
-73.8831017,40.7509132,874
-73.9107753,40.7510124,0
-73.9061141,40.7517383,31
-73.8612532,40.7522804,1057
-73.9023929,40.7630937,0
-73.898084,40.7532924,0
-73.874981,40.7656681,124
-73.8658877,40.780492,0
-73.9206739,40.7509416,0
-73.896215,40.7805426,2
-73.9207112,40.7731256,0
-73.9200168,40.7726348,0
-73.9223416,40.752248,0
-73.8902368,40.7656915,0
-73.8642397,40.7518499,985
-73.8624387,40.7503561,149
-73.8982116,40.7553322,569
-73.9018072,40.7502826,195
-73.8840321,40.7508156,491
-73.9157797,40.7728338,69
-73.8727322,40.7571258,108
-73.9426048,40.7530041,0
-73.9381362,40.7526546,113
-73.9365922,40.7518429,0
-73.9319224,40.7545897,22
-73.9271628,40.7774766,0
-73.917068,40.7811298,240
-73.9155328,40.785174,305
-73.914602,40.7815118,206
-73.9114717,40.7817302,678
-73.9094063,40.7802759,386
-73.9283026,40.7726678,197
-73.925237,40.7748472,286
-73.9359077,40.7550684,233
-73.933456,40.7554198,140
-73.9495416,40.7506414,18
-73.9084964,40.7593453,367
-73.8723042,40.7559674,149
-73.8837733,40.7639439,69
-73.9202952,40.76103,264
-73.8658068,40.7656909,113
-73.8979612,40.7589425,334
-73.896469,40.7711874,155
-73.8918253,40.7676673,278
-73.8904019,40.7597851,320
-73.903732,40.7672792,0
-73.8905184,40.7660689,0
-73.9300159,40.7660215,0
-73.9356127,40.7565922,148
-73.9457879,40.7567075,1223
-73.935226,40.7677969,334
-73.942459,40.761172,87
-73.9360979,40.7627609,904
-73.9413347,40.7543484,11
-73.9058814,40.7563545,230
-73.9348041,40.7774875,20
-73.9432843,40.7507798,0
-73.9138956,40.7618158,473
-73.9186962,40.7545968,328
-73.9155411,40.7557631,385
-73.913941,40.7550079,688
-73.9115629,40.7619354,142
-73.9101654,40.7609627,229
-73.90621,40.7631928,216
-73.9105161,40.7542307,858
-73.907877,40.7574127,0
-73.9075883,40.7573156,46
-73.9016292,40.7781219,0
-73.9019937,40.7756259,213
-73.9039027,40.7696753,370
-73.9010009,40.7709834,311
-73.8964634,40.7779589,0
-73.8944452,40.7730742,44
-73.8986609,40.7531453,0
-73.874869,40.7587573,0
-73.8724196,40.7623615,0
-73.8724042,40.7602415,137
-73.8704575,40.7599418,291
-73.8681884,40.7623806,222
-73.8728651,40.758049,338
-73.8707039,40.7561692,443
-73.8691968,40.7584073,311
-73.8685395,40.7547488,390
-73.8637165,40.7647426,218
-73.9219734,40.7754779,128
-73.951988,40.7501885,0
-73.9369007,40.7590667,30
-73.937333,40.7611774,1252
-73.871035,40.7580091,358
-73.9048365,40.7679116,0
-73.916241,40.7562592,487
-73.8820834,40.7571037,246
-73.9055965,40.7629141,82
-73.8973222,40.7553773,750
-73.8977238,40.7573348,144
-73.9178015,40.7570536,414
-73.8671848,40.7584136,490
-73.8828546,40.7586514,166
-73.8825762,40.7571416,288
-73.9187287,40.7640538,419
-73.8835349,40.7624708,159
-73.9274671,40.766473,263
-73.9256568,40.7656678,191
-73.9303692,40.7683564,247
-73.9287068,40.767644,127
-73.920494,40.7766011,72
-73.8728618,40.7715937,0
-73.8689135,40.7706289,0
-73.8655574,40.7682977,0
-73.8614896,40.7641628,0
-73.9155011,40.7613165,163
-73.9168481,40.7595847,680
-73.9150437,40.7606663,65
-73.9115521,40.7633721,334
-73.9160493,40.7592071,517
-73.9171371,40.7565141,681
-73.9205947,40.7536928,0
-73.9196407,40.7536623,0
-73.9171722,40.7551129,91
-73.9143028,40.7597952,0
-73.9137261,40.7592781,93
-73.912647,40.760675,673
-73.9130958,40.7587172,173
-73.9119393,40.7601791,0
-73.9147402,40.7553921,609
-73.9168146,40.7542545,56
-73.9118332,40.7575659,427
-73.9128573,40.7564473,0
-73.9109398,40.75666,586
-73.9131024,40.7546832,553
-73.915055,40.7538311,0
-73.9107537,40.7629929,298
-73.9091075,40.7650244,784
-73.9083111,40.7646544,606
-73.9091518,40.7622461,398
-73.9071362,40.7661943,85
-73.9075092,40.7642855,437
-73.9067126,40.7639096,325
-73.9075513,40.7615006,310
-73.9100388,40.7597888,667
-73.9055118,40.7623619,131
-73.9067593,40.7611248,191
-73.9112329,40.7596904,266
-73.9128489,40.7521795,9
-73.9124115,40.7542046,0
-73.9084032,40.7588434,259
-73.9062263,40.7606963,112
-73.9076642,40.7586378,229
-73.9055061,40.7605814,188
-73.9077083,40.756047,444
-73.907332,40.7544016,298
-73.8876294,40.7649627,0
-73.9053298,40.7783135,119
-73.9040807,40.7771786,200
-73.9045087,40.7757713,0
-73.9027196,40.7761409,191
-73.903076,40.7747418,116
-73.9001837,40.7771056,24
-73.9012607,40.7751314,212
-73.902333,40.7742416,94
-73.9038578,40.7730013,363
-73.9015746,40.773771,78
-73.8987492,40.7760914,0
-73.9052682,40.7684709,16
-73.9423761,40.7517692,0
-73.9407711,40.751079,0
-73.9413441,40.7503749,34
-73.9389057,40.7530642,226
-73.9400839,40.7517918,730
-73.9392885,40.7514065,591
-73.9377078,40.7506429,461
-73.936205,40.7535061,167
-73.9354325,40.7531021,109
-73.9346397,40.7527194,49
-73.9350359,40.751639,137
-73.9328578,40.7534443,128
-73.9311583,40.7541714,152
-73.9320785,40.7530401,139
-73.9313232,40.7526157,38
-73.9358823,40.7502041,0
-73.9163937,40.7851447,0
-73.9185306,40.7821591,399
-73.919412,40.7814208,0
-73.9184355,40.780009,142
-73.9056759,40.785288,5
-73.8971922,40.7879792,0
-73.9154405,40.78436,714
-73.9163812,40.7816927,188
-73.9145606,40.7839089,480
-73.9155947,40.7823339,261
-73.9157202,40.7805996,93
-73.9166483,40.7798369,152
-73.9138709,40.7834213,529
-73.9130079,40.7828148,498
-73.9153957,40.7785188,180
-73.9160713,40.7790171,180
-73.9107825,40.7812462,520
-73.9126397,40.7792055,81
-73.9100974,40.7807596,397
-73.9087206,40.7797883,366
-73.9116107,40.7784731,765
-73.9078817,40.7791961,794
-73.9255584,40.7764304,0
-73.9274846,40.7754072,301
-73.930233,40.7714269,166
-73.9267865,40.775096,311
-73.9236235,40.7740311,155
-73.9248506,40.7729827,497
-73.9286012,40.7706904,47
-73.929185,40.7699629,405
-73.9268866,40.7698978,191
-73.9281441,40.7683372,355
-73.8690319,40.7529901,832
-73.9404316,40.7538782,14
-73.9338339,40.7507984,11
-73.8995613,40.7677549,53
-73.8935127,40.7717844,475
-73.9045404,40.7638239,0
-73.8993371,40.7588488,0
-73.9024299,40.7719929,322
-73.9031716,40.7691993,177
-73.9017155,40.771488,237
-73.90081,40.7733086,123
-73.9000446,40.7728468,158
-73.8989747,40.7737391,119
-73.9002858,40.7704801,233
-73.8979052,40.7789708,16
-73.89718,40.7784593,21
-73.8973164,40.7750837,0
-73.8900794,40.758019,202
-73.8951754,40.7735721,0
-73.9334484,40.764748,224
-73.8651301,40.7515993,1258
-73.9435014,40.7520442,0
-73.9327123,40.7687414,220
-73.8916054,40.7559825,235
-73.8875263,40.7544009,43
-73.8821281,40.7664002,180
-73.9041648,40.7564823,56
-73.8913019,40.7727637,219
-73.8939725,40.7760944,0
-73.8908934,40.7677179,274
-73.8855282,40.7648468,0
-73.8936916,40.7637015,82
-73.8993433,40.7640189,5
-73.8854508,40.7639423,177
-73.8791516,40.7637656,0
-73.877639,40.7625695,292
-73.886099,40.7621843,372
-73.8907467,40.7616914,342
-73.8857516,40.7602734,422
-73.8863596,40.7584087,367
-73.8860258,40.756572,602
-73.8880777,40.7669844,0
-73.8955925,40.7675712,136
-73.9001783,40.757499,0
-73.9003249,40.7569808,0
-73.923182,40.7799223,0
-73.9186392,40.7714113,0
-73.9028959,40.7607359,0
-73.9464573,40.7588443,0
-73.889468,40.759882,351
-73.8885397,40.7599795,337
-73.9206296,40.7647607,524
-73.9170888,40.7685234,303
-73.9208396,40.7614616,764
-73.9235247,40.7595128,664
-73.9227251,40.7591393,527
-73.9197051,40.7611605,210
-73.9234817,40.7568411,32
-73.924729,40.7552959,0
-73.9239299,40.754921,48
-73.9220509,40.7588362,74
-73.8919608,40.7659045,0
-73.8928627,40.7577249,252
-73.8903147,40.7541092,838
-73.8888152,40.7562786,362
-73.8884563,40.7543033,286
-73.8842382,40.7623801,0
-73.8818108,40.7647529,178
-73.8823793,40.7625759,329
-73.9139132,40.7742556,233
-73.9126919,40.7723041,489
-73.9112669,40.7713048,360
-73.9163442,40.7656257,433
-73.9060601,40.7790351,59
-73.9058152,40.7768661,176
-73.9127646,40.7673025,1258
-73.9122924,40.7665314,629
-73.9053067,40.7740245,489
-73.9065743,40.7694651,50
-73.9098982,40.765403,670
-73.9164399,40.7627939,319
-73.903654,40.764717,0
-73.9328096,40.7552321,40
-73.9210914,40.7557202,434
-73.9194957,40.7549707,636
